cluster,AUPRC,site
1,0.7025974025974024,79
0,0.5156565656565656,79
1,0.5561771561771562,122
0,0.2071158008658008,122
0,0.1622957941237656,142
1,0.7185200306939438,142
1,0.6428571428571428,148
2,0.658680163626558,148
0,0.5,148
2,0.4399050024050024,154
1,0.1464646464646464,154
0,-0.0,154
1,0.1856060606060606,157
2,0.5017371517371517,157
0,-0.0,157
2,0.6485401483889193,165
0,-0.0,165
1,0.875,165
2,0.5231609742572589,167
0,1.0,167
1,0.7271978021978022,167
2,0.7877077803089797,176
1,0.5166666666666666,176
0,-0.0,176
0,0.7985763267740011,199
1,0.5175757575757576,199
0,0.5752836641696059,227
1,0.804112554112554,227
0,0.4408060761149814,248
1,0.8055555555555556,248
1,0.4799861973775017,252
0,0.5965037866998651,252
1,0.7141759820639132,264
0,0.187057387057387,264
0,0.7114276960784314,281
1,0.2693650793650793,281
1,0.3185897435897435,283
0,0.6405235940530059,283
0,0.4995791009218119,338
1,0.6155945419103314,338
0,0.55,420
1,0.5979437229437229,420
0,0.5761860311634068,449
1,0.3333333333333333,449
0,0.2549585218702865,458
1,0.468328664799253,458
