cluster,AUPRC,site
1,0.4816562853429212,79
0,0.2565850815850816,79
2,-0.0,79
0,0.5647440303205989,122
1,0.5151785714285715,122
0,0.7066179332271874,142
1,0.0714285714285714,142
2,0.5877111183714958,148
1,0.1428571428571428,148
0,-0.0,148
2,0.4306123918525281,154
0,0.1428571428571428,154
1,-0.0,154
2,0.4118108743108744,157
1,-0.0,157
0,0.6472582972582972,157
2,0.6995886058386058,165
1,0.1428571428571428,165
0,1.0,165
1,0.5179924242424243,167
2,0.3981591197108439,167
0,0.4761904761904761,167
0,0.7,176
2,0.3802327657324534,176
1,0.2909382284382284,176
1,0.5365769745089898,199
0,0.8928571428571428,199
1,0.3243497398959584,227
0,0.7476190476190476,227
2,-0.0,227
2,-0.0,248
1,0.2442857142857142,248
0,0.5354166666666667,248
1,0.1884014564247122,252
0,0.4571428571428571,252
2,0.5,252
1,0.5598917852541041,264
0,0.5684276409619178,264
2,0.3333333333333333,264
1,0.7005194463295932,281
0,0.4479797979797979,281
2,-0.0,281
2,-0.0,283
1,0.5823160005629046,283
0,0.3671428571428571,283
1,0.511817303419299,338
0,0.7048611111111112,338
0,0.4523766882483988,420
1,0.3333333333333333,420
2,-0.0,420
1,0.5123931623931623,449
0,0.5595238095238095,449
2,-0.0,449
1,0.6587155837155836,458
0,0.788056333644569,458
